species,folder_count,folders,image_count,high,medium,low,unreadable,high_pct,medium_pct,low_pct,total_mb,avg_width,avg_height,extensions
南海深水采集,5,南海深水采集05_2_潮间带FeiBoy_来自小红书网页版 | 南海深水采集05_3_潮间带FeiBoy_来自小红书网页版 | 南海深水采集05_4_潮间带FeiBoy_来自小红书网页版 | 南海深水采集08_4_潮间带FeiBoy_来自小红书网页版 | 南海深水采集08_5_潮间带FeiBoy_来自小红书网页版,10,0,10,0,0,0.0,100.0,0.0,2.75,1080,1440,.jpg:10
多棘腔吻鳕,1,多棘腔吻鳕,10,8,0,2,0,80.0,0.0,20.0,46.0,4815.4,3045.6,.jpg:10
大眼六鳃鲨,1,大眼六鳃鲨,10,10,0,0,0,100.0,0.0,0.0,109.98,8688,4888,.jpg:10
小口兔鲑,1,小口兔鲑,10,10,0,0,0,100.0,0.0,0.0,60.01,4588.8,3168,.jpg:10
拟须虾,1,拟须虾,10,10,0,0,0,100.0,0.0,0.0,28.23,2998.4,2974.2,.jpg:10
斑尾拟鲈,1,斑尾拟鲈,10,10,0,0,0,100.0,0.0,0.0,42.05,5040.9,3292.2,.jpg:10
方头鲳属,1,方头鲳属,10,10,0,0,0,100.0,0.0,0.0,104.04,8688,4888,.jpg:10
日本红娘鱼,1,日本红娘鱼,10,10,0,0,0,100.0,0.0,0.0,85.57,8688,4888,.jpg:10
日本青眼鱼,1,日本青眼鱼,10,10,0,0,0,100.0,0.0,0.0,91.43,8688,4888,.jpg:10
棘箱鲀,1,棘箱鲀,10,8,0,2,0,80.0,0.0,20.0,59.04,6180,3666,.jpg:10
沟额拟玻璃虾,1,沟额拟玻璃虾,10,9,0,1,0,90.0,0.0,10.0,22.96,2832,2695.2,.jpg:10
牛目大眼鲷,1,牛目大眼鲷,10,10,0,0,0,100.0,0.0,0.0,122.1,8688,4888,.jpg:10
犀鳕,1,犀鳕,10,8,0,2,0,80.0,0.0,20.0,56.73,5571.2,3104.4,.jpg:10
红刺鲸,1,红刺鲸,10,10,0,0,0,100.0,0.0,0.0,29.47,3254.4,4339.2,.jpg:10
网肩龙氏鱼,1,网肩龙氏鱼,10,10,0,0,0,100.0,0.0,0.0,62.56,7056,4315.2,.jpg:10
默氏副半节鲂鮄,1,默氏副半节鲂鮄,10,10,0,0,0,100.0,0.0,0.0,103.89,8688,5068.8,.jpg:10
冠头犀孔鲷,1,冠头犀孔鲷,9,7,2,0,0,77.8,22.2,0.0,15.34,2755.6,2691.6,.jpg:9
半滑红虾,1,半滑红虾,9,9,0,0,0,100.0,0.0,0.0,22.19,3447.1,3098.7,.jpg:9
厚头犀孔鲷,1,厚头犀孔鲷,9,9,0,0,0,100.0,0.0,0.0,35.21,4064,3162.7,.jpg:9
叉斑锉鳞鲀,1,叉斑锉鳞鲀,9,7,2,0,0,77.8,22.2,0.0,62.3,6404,3730,.jpg:9
发光鲷,1,发光鲷,9,9,0,0,0,100.0,0.0,0.0,48.93,5669.3,3596.4,.jpg:9
哈氏刁海龙,1,哈氏刁海龙,9,9,0,0,0,100.0,0.0,0.0,86.91,8064,4800,.jpg:9
多指奇巨口鱼,1,多指奇巨口鱼,9,5,4,0,0,55.6,44.4,0.0,12.9,2916,2006,.jpg:9
多耙眶灯鱼,1,多耙眶灯鱼,9,9,0,0,0,100.0,0.0,0.0,21.59,3468.4,3114.7,.jpg:9
大口鲆,1,大口鲆,9,9,0,0,0,100.0,0.0,0.0,60.77,6880,4074.7,.jpg:9
大扁蛛蟹,1,大扁蛛蟹,9,9,0,0,0,100.0,0.0,0.0,21.41,2992,2720,.jpg:9
大西洋方尾鲳,1,大西洋方尾鲳,9,9,0,0,0,100.0,0.0,0.0,44.16,5146.7,3808,.jpg:9
方斑狗母鱼,1,方斑狗母鱼,9,9,0,0,0,100.0,0.0,0.0,70.58,6818.9,3954.9,.jpg:9
桶眼鱼,1,桶眼鱼,9,9,0,0,0,100.0,0.0,0.0,28.65,4430.2,2769.6,.jpg:9
棘线鲬,1,棘线鲬,9,7,2,0,0,77.8,22.2,0.0,67.2,6751.1,3778,.jpg:9
竹荚鱼,1,竹荚鱼,9,7,2,0,0,77.8,22.2,0.0,66.01,6698.2,3840.7,.jpg:9
纵带髭鲷,1,纵带髭鲷,9,8,0,1,0,88.9,0.0,11.1,95.51,7805.6,4418.6,.jpg:9
纵棱异腕虾,1,纵棱异腕虾,9,8,0,1,0,88.9,0.0,11.1,17.01,2622,2649.8,.jpg:9
褶胸鱼,1,褶胸鱼,9,9,0,0,0,100.0,0.0,0.0,65.76,7278.2,4373.3,.jpg:9
角箱鲀,1,角箱鲀,9,9,0,0,0,100.0,0.0,0.0,21.73,2901.3,2810.7,.jpg:9
角鮟鱇,1,角鮟鱇,9,5,4,0,0,55.6,44.4,0.0,45.9,4773.3,3216,.jpg:9
长角弓背虾,1,长角弓背虾,9,8,0,1,0,88.9,0.0,11.1,23.07,3590.1,2411.1,.jpg:9
长额弓背虾,1,长额弓背虾,9,9,0,0,0,100.0,0.0,0.0,23.99,3441.8,2581.3,.jpg:9
颚糠虾属,1,颚糠虾属,9,9,0,0,0,100.0,0.0,0.0,19.67,2810.7,2901.3,.jpg:9
黑刃魣,1,黑刃魣,9,9,0,0,0,100.0,0.0,0.0,43.42,4643.6,3242.7,.jpg:9
冠丝旗鱼幼体,1,冠丝旗鱼幼体,8,8,0,0,0,100.0,0.0,0.0,79.44,8688,4888,.jpg:8
勒氏蓑鲉,1,勒氏蓑鲉,8,4,2,2,0,50.0,25.0,25.0,12.47,2362.2,1977.5,.jpg:8
半滑刺虾,1,半滑刺虾,8,8,0,0,0,100.0,0.0,0.0,22.88,4272,3204,.jpg:8
单棘豹仿佛,1,单棘豹仿佛,8,8,0,0,0,100.0,0.0,0.0,28.2,3648,2736,.jpg:8
印度棘赤刀鱼,1,印度棘赤刀鱼,8,8,0,0,0,100.0,0.0,0.0,98.24,8688,4888,.jpg:8
厚巨口鱼,1,厚巨口鱼,8,8,0,0,0,100.0,0.0,0.0,69.43,7704,4458,.jpg:8
喙吻鳗,1,喙吻鳗,8,8,0,0,0,100.0,0.0,0.0,68.9,5472,3648,.jpg:8
基刺红虾,1,基刺红虾,8,8,0,0,0,100.0,0.0,0.0,18.44,2946,3102,.jpg:8
多钩钩腕乌贼,1,多钩钩腕乌贼,8,8,0,0,0,100.0,0.0,0.0,31.76,4410,3436,.jpg:8
大眼黑巨口鱼,1,大眼黑巨口鱼,8,6,2,0,0,75.0,25.0,0.0,33.82,5203.6,3315.6,.jpg:8
大角鮟鱇属,1,大角鮟鱇属,8,8,0,0,0,100.0,0.0,0.0,87.41,8688,5340,.jpg:8
尖棘鲷,1,尖棘鲷,8,8,0,0,0,100.0,0.0,0.0,62.67,7152,4542,.jpg:8
平头角灯鱼,1,平头角灯鱼,8,6,2,0,0,75.0,25.0,0.0,34.82,4650.8,3175.5,.jpg:8
日本软首鳕,1,日本软首鳕,8,8,0,0,0,100.0,0.0,0.0,91.85,8688,4888,.jpg:8
日本须鰃,1,日本须鰃,8,8,0,0,0,100.0,0.0,0.0,83.81,8688,4888,.jpg:8
日本骨鳂,1,日本骨鳂,8,8,0,0,0,100.0,0.0,0.0,69.67,6583.8,4251,.jpg:8
毛躄鱼,1,毛躄鱼,8,6,2,0,0,75.0,25.0,0.0,19.75,2783,2928,.jpg:8
深海珠目鱼,1,深海珠目鱼,8,8,0,0,0,100.0,0.0,0.0,23.34,4264,3702,.jpg:8
短蛇鲭,1,短蛇鲭,8,2,2,4,0,25.0,25.0,50.0,22.87,3349.5,1743,.jpg:8
红菱鲷,1,红菱鲷,8,8,0,0,0,100.0,0.0,0.0,73.28,8688,4888,.jpg:8
红谐鱼,1,红谐鱼,8,8,0,0,0,100.0,0.0,0.0,78.38,8688,4888,.jpg:8
耀眼底灯鱼,1,耀眼底灯鱼,8,8,0,0,0,100.0,0.0,0.0,8.38,3264,2448,.jpg:8
胸翼鱼,1,胸翼鱼,8,8,0,0,0,100.0,0.0,0.0,37.79,5040,3552,.jpg:8
长体鳝,1,长体鳝,8,8,0,0,0,100.0,0.0,0.0,21.06,3456,2592,.jpg:8
长臂囊头鮋,1,长臂囊头鮋,8,8,0,0,0,100.0,0.0,0.0,84.51,8688,5114,.jpg:8
隆背青眼鱼,1,隆背青眼鱼,8,4,0,4,0,50.0,0.0,50.0,47.06,5288.5,2784.5,.jpg:6; .bmp:2
青鰧,1,青鰧,8,8,0,0,0,100.0,0.0,0.0,88.74,8688,4888,.jpg:8
马氏管天竺鱼,1,马氏管天竺鱼,8,8,0,0,0,100.0,0.0,0.0,40.65,4368,3048,.jpg:8
黄鳍马面鲀,1,黄鳍马面鲀,8,6,0,2,0,75.0,0.0,25.0,53.22,6803,3847,.jpg:8
刀额拟海虾,1,刀额拟海虾,7,7,0,0,0,100.0,0.0,0.0,15.7,2985.7,2860.1,.jpg:7
叉齿蜥,1,叉齿蜥,7,5,1,1,0,71.4,14.3,14.3,14.08,3574.9,2564.6,.jpg:7
双刺静蟹,1,双刺静蟹,7,7,0,0,0,100.0,0.0,0.0,24.46,4086.9,3641.1,.jpg:7
双斑蟳,1,双斑蟳,7,5,0,2,0,71.4,0.0,28.6,10.39,2242.4,1884,.jpg:7
双线唇鱼,1,双线唇鱼,7,5,2,0,0,71.4,28.6,0.0,44.22,5844.4,3770.3,.jpg:7
塔氏樱虾,1,塔氏樱虾,7,7,0,0,0,100.0,0.0,0.0,19.51,3376,2736,.jpg:7
孔雀乌贼,1,孔雀乌贼,7,7,0,0,0,100.0,0.0,0.0,16.12,3654.9,2818.3,.jpg:7
少纹黑巨口鱼,1,少纹黑巨口鱼,7,7,0,0,0,100.0,0.0,0.0,18.56,4470.9,3120,.jpg:7
田边辫鱼,1,田边辫鱼,7,7,0,0,0,100.0,0.0,0.0,74.3,8032,4416.6,.jpg:7
短阿尔蜥灯鱼,1,短阿尔蜥灯鱼,7,5,0,2,0,71.4,0.0,28.6,14.72,3556.3,2118,.jpg:7
短鳃灯鱼属SP,1,短鳃灯鱼属SP,7,7,0,0,0,100.0,0.0,0.0,18.99,4013.7,3010.3,.jpg:7
老板不在,1,老板不在,7,0,7,0,0,0.0,100.0,0.0,2.85,1440,1080,.jpg:7
谷蜥鱼,1,谷蜥鱼,7,7,0,0,0,100.0,0.0,0.0,30.54,4022.9,2886.9,.jpg:7
钩腕乌贼,1,钩腕乌贼,7,6,1,0,0,85.7,14.3,0.0,16.66,3252.7,3557.1,.jpg:7
长鳍带鰆,1,长鳍带鰆,7,6,0,1,0,85.7,0.0,14.3,41.1,4950.9,3784,.jpg:7
阴影绒毛鲨,1,阴影绒毛鲨,7,4,0,3,0,57.1,0.0,42.9,50.09,5426.3,2985.4,.jpg:7
驼背异腕虾,1,驼背异腕虾,7,6,0,1,0,85.7,0.0,14.3,11.72,2671.7,2357.7,.jpg:7
亮眶,1,2015049亮眶,6,6,0,0,0,100.0,0.0,0.0,6.82,4032,3024,.jpg:6
侧斑赤鮨,1,侧斑赤鮨,6,4,2,0,0,66.7,33.3,0.0,10.23,2597.3,2070.7,.jpg:6
克氏眶灯鱼,1,克氏眶灯鱼,6,6,0,0,0,100.0,0.0,0.0,17.91,3264,2448,.jpg:6
公母角鮟鱇,1,公母角鮟鱇,6,0,3,3,0,0.0,50.0,50.0,1.73,1080,1440,.jpg:6
六角箱鲀,1,六角箱鲀,6,6,0,0,0,100.0,0.0,0.0,16.35,2720,2992,.jpg:6
剑额拟海螯虾,1,剑额拟海螯虾,6,0,6,0,0,0.0,100.0,0.0,1.28,1080,1440,.jpg:6
副海鲂,1,副海鲂,6,6,0,0,0,100.0,0.0,0.0,24.03,4831,3156.3,.jpg:6
南海石斑鱼,1,南海石斑鱼,6,3,0,3,0,50.0,0.0,50.0,3.87,1529,1395.3,.jpg:5; .jpeg:1
厚头孔头鲷,1,厚头孔头鲷,6,6,0,0,0,100.0,0.0,0.0,39.9,6944,4794.7,.jpg:6
变色隐棘杜父鱼,1,变色隐棘杜父鱼,6,0,6,0,0,0.0,100.0,0.0,1.89,1080,1440,.jpg:6
古氏魟,1,古氏魟,6,4,0,2,0,66.7,0.0,33.3,13.54,2504,3098.7,.jpg:6
大眼凹腹鳕,1,大眼凹腹鳕,6,6,0,0,0,100.0,0.0,0.0,8.1,3128,2584,.jpg:6
太平洋玻璃虾,1,太平洋玻璃虾,6,6,0,0,0,100.0,0.0,0.0,15.19,3128,2584,.jpg:6
太平洋裸蜥鱼,1,太平洋裸蜥鱼,6,6,0,0,0,100.0,0.0,0.0,25.75,6000,4000,.jpg:6
太平洋褶柔鱼,1,太平洋褶柔鱼,6,6,0,0,0,100.0,0.0,0.0,31.38,5694.7,4048,.jpg:6
宝石石斑鱼,1,宝石石斑鱼,6,4,0,2,0,66.7,0.0,33.3,14.15,2709,1986.3,.jpg:6
宽头底尾鳕,1,宽头底尾鳕,6,6,0,0,0,100.0,0.0,0.0,30.06,5165.3,3634.7,.jpg:6
广东长吻鳐,1,广东长吻鳐,6,6,0,0,0,100.0,0.0,0.0,64.87,8688,4888,.jpg:6
强刺异腕虾,1,强刺异腕虾,6,6,0,0,0,100.0,0.0,0.0,12.97,3224,2712,.jpg:6
心鳍鞭乌贼,1,心鳍鞭乌贼,6,6,0,0,0,100.0,0.0,0.0,20.21,3352,3157.3,.jpg:6
斑乌贼,1,斑乌贼,6,6,0,0,0,100.0,0.0,0.0,12.58,3312,3072,.jpg:6
无刺小口虾姑,1,无刺小口虾姑,6,5,0,1,0,83.3,0.0,16.7,9.08,2573,2342.7,.jpg:6
无齿鲳,1,无齿鲳,6,6,0,0,0,100.0,0.0,0.0,30.24,5072,3261.3,.jpg:6
日本仙鱼,1,日本仙鱼,6,6,0,0,0,100.0,0.0,0.0,61.07,8688,4888,.jpg:6
日本海马,1,日本海马,6,6,0,0,0,100.0,0.0,0.0,17.38,4608,3456,.jpg:6
柔身纤钻光鱼,1,柔身纤钻光鱼,6,6,0,0,0,100.0,0.0,0.0,52.89,5472,3648,.jpg:6
棘鳞蛇鲭,1,棘鳞蛇鲭,6,6,0,0,0,100.0,0.0,0.0,15.22,3562.7,2672,.jpg:6
棘鼬鳚,1,棘鼬鳚,6,0,0,6,0,0.0,0.0,100.0,1.25,1106.7,443.3,.jpg:6
法氏蛇牙龙鰧,1,法氏蛇牙龙鰧,6,6,0,0,0,100.0,0.0,0.0,19.16,4224,3840,.jpg:6
淡红小褐鳕,1,淡红小褐鳕,6,6,0,0,0,100.0,0.0,0.0,64.47,8688,4888,.jpg:6
爱德华红虾,1,爱德华红虾,6,5,1,0,0,83.3,16.7,0.0,8.29,2912,2716,.jpg:6
玻璃玉鲳,1,玻璃玉鲳,6,6,0,0,0,100.0,0.0,0.0,79.43,8688,4888,.jpg:6
瓦氏珍鱼,1,瓦氏珍鱼,6,6,0,0,0,100.0,0.0,0.0,18.74,4160,3120,.jpg:6
瓦鲽,1,瓦鲽,6,4,0,2,0,66.7,0.0,33.3,29.46,6281.3,3700.3,.jpg:4; .bmp:2
盾尾鲨,1,盾尾鲨,6,0,6,0,0,0.0,100.0,0.0,1.23,1080,1440,.jpg:6
石头鲉,1,石头鲉,6,6,0,0,0,100.0,0.0,0.0,14.72,3722.7,3144,.jpg:6
紫红棘虾,1,紫红棘虾,6,3,3,0,0,50.0,50.0,0.0,7.85,2785.8,2282.2,.jpg:6
紫红笛鲷,1,紫红笛鲷,6,2,0,4,0,33.3,0.0,66.7,10.22,2245,1453.7,.jpg:6
绿尾低线鱼,1,绿尾低线鱼,6,6,0,0,0,100.0,0.0,0.0,39.57,6492,3783.7,.jpg:6
艳赤鮨,1,艳赤鮨,6,6,0,0,0,100.0,0.0,0.0,62.07,8688,4888,.jpg:6
花斑蛇鲻,1,花斑蛇鲻,6,4,2,0,0,66.7,33.3,0.0,32.24,5414.7,3170.7,.jpg:6
蛏螂,3,蛏螂_1_潮间带FeiBoy_来自小红书网页版 | 蛏螂_2_潮间带FeiBoy_来自小红书网页版 | 蛏螂_3_潮间带FeiBoy_来自小红书网页版,6,0,6,0,0,0.0,100.0,0.0,1.45,1080,1600,.jpg:6
褐斑海躄鱼,1,褐斑海躄鱼,6,6,0,0,0,100.0,0.0,0.0,59.43,8688,4888,.jpg:6
近苍圆帆鱼,1,近苍圆帆鱼,6,6,0,0,0,100.0,0.0,0.0,35.56,5648,3765.3,.jpg:6
逍遥馒头蟹,1,逍遥馒头蟹,6,6,0,0,0,100.0,0.0,0.0,12.6,3968,2976,.jpg:6
长足拟对虾,1,长足拟对虾,6,6,0,0,0,100.0,0.0,0.0,17.73,2816,3362.7,.jpg:6
食蟹豆齿鳗,1,食蟹豆齿鳗,6,2,2,2,0,33.3,33.3,33.3,7.55,2250,1308.7,.jpg:6
高体鲹,1,高体鲹,6,6,0,0,0,100.0,0.0,0.0,57.22,8688,5189.3,.jpg:6
鲽形目yg,1,鲽形目yg,6,6,0,0,0,100.0,0.0,0.0,14.06,3264,2448,.jpg:6
鳞睡鲨,1,鳞睡鲨,6,0,6,0,0,0.0,100.0,0.0,2.8,1200,1480,.jpg:6
东方板梭蟹,1,东方板梭蟹,5,5,0,0,0,100.0,0.0,0.0,44.17,7603.2,4400,.jpg:5
丝发深巨口鱼,1,丝发深巨口鱼,5,3,0,2,0,60.0,0.0,40.0,7.57,2844.8,1828.8,.jpg:5
光唇鲨,1,光唇鲨,5,1,0,4,0,20.0,0.0,80.0,1.03,1256.4,1066.8,.jpg:5
台湾橙黄鲨,1,台湾橙黄鲨,5,1,4,0,0,20.0,80.0,0.0,12.2,2177.6,1203.2,.jpg:3; .bmp:2
叶眶灯鱼,1,叶眶灯鱼,5,5,0,0,0,100.0,0.0,0.0,5.19,3427.2,3628.8,.jpg:5
大眼方尾鲳,1,大眼方尾鲳,5,4,1,0,0,80.0,20.0,0.0,15.17,2941.2,2860.8,.jpg:5
头带副绯鲤,1,头带副绯鲤,5,5,0,0,0,100.0,0.0,0.0,8.0,3264,2448,.jpg:5
安氏眶灯鱼,1,安氏眶灯鱼,5,5,0,0,0,100.0,0.0,0.0,48.68,8688,4888,.jpg:5
小海鲂,1,小海鲂,5,5,0,0,0,100.0,0.0,0.0,25.73,5612.8,3558.4,.jpg:5
尖刺糙虾姑,1,尖刺糙虾姑,5,5,0,0,0,100.0,0.0,0.0,8.43,2937.6,2774.4,.jpg:5
尖嘴魟,1,尖嘴魟,5,3,2,0,0,60.0,40.0,0.0,11.39,3165.6,2554,.jpg:5
巨额拟须虾,1,巨额拟须虾（雄）,5,5,0,0,0,100.0,0.0,0.0,8.71,2937.6,2774.4,.jpg:5
带底灯鱼,1,带底灯鱼,5,5,0,0,0,100.0,0.0,0.0,12.71,3779.2,3187.2,.jpg:5
弓头燕鳐,1,弓头燕鳐,5,5,0,0,0,100.0,0.0,0.0,30.55,4867.2,3571.2,.jpg:5
拟灯笼鱼,1,拟灯笼鱼,5,5,0,0,0,100.0,0.0,0.0,12.32,4505.6,2127.6,.jpg:5
新鳞鲉,1,新鳞鲉,5,4,1,0,0,80.0,20.0,0.0,8.36,3018.4,2196,.jpg:5
日本飞鱿,1,日本飞鱿,5,5,0,0,0,100.0,0.0,0.0,9.99,4352,2448,.jpg:5
灰裸顶鲷,1,灰裸顶鲷,5,5,0,0,0,100.0,0.0,0.0,11.62,3264,2448,.jpg:5
玻璃虾sp,1,玻璃虾sp,5,5,0,0,0,100.0,0.0,0.0,19.82,3731.2,3298.8,.jpg:5
相似寄居蟹,1,相似寄居蟹,5,5,0,0,0,100.0,0.0,0.0,11.62,4505.6,2127.6,.jpg:5
短额弓背虾,1,短额弓背虾,5,5,0,0,0,100.0,0.0,0.0,11.94,3836.8,3014,.jpg:5
红斑宦虾,1,红斑宦虾,5,5,0,0,0,100.0,0.0,0.0,9.75,2889.6,3091.2,.jpg:5
纹鳍深水䲗,1,纹鳍深水䲗,5,3,2,0,0,60.0,40.0,0.0,5.31,2798,2098.4,.jpg:5
缘吻鳗,1,缘吻鳗,5,5,0,0,0,100.0,0.0,0.0,7.6,3264,2448,.jpg:5
长蜥鱼属,1,长蜥鱼属,5,5,0,0,0,100.0,0.0,0.0,10.66,4108.8,3081.6,.jpg:5
闪光肩灯鱼,1,闪光肩灯鱼,5,5,0,0,0,100.0,0.0,0.0,16.26,4160,3120,.jpg:5
难决绿虾,1,难决绿虾,5,5,0,0,0,100.0,0.0,0.0,10.6,3264,2448,.jpg:5
东方黄鲂鮄,1,东方黄鲂鮄,4,0,0,4,0,0.0,0.0,100.0,3.65,957.5,475.5,.bmp:2; .jpg:2
丽叶参,1,丽叶参,4,0,0,4,0,0.0,0.0,100.0,0.78,881,532,.jpg:4
九齿扇虾,1,九齿扇虾,4,4,0,0,0,100.0,0.0,0.0,14.39,3648,2736,.jpg:4
仙鮋鳚,1,仙鮋鳚,4,4,0,0,0,100.0,0.0,0.0,33.6,8688,4888,.jpg:4
仙鼬鳚,1,仙鼬鳚,4,2,0,2,0,50.0,0.0,50.0,7.26,2265,1562,.jpg:4
仿泡粒乌拉西蟹 Urashima pustuloides,1,仿泡粒乌拉西蟹 Urashima pustuloides,4,0,2,2,0,0.0,50.0,50.0,3.93,906,1003,.jpg:2; .bmp:2
倒棘鲬,1,倒棘鲬,4,1,3,0,0,25.0,75.0,0.0,3.15,2399,1457.5,.jpg:4
光鳃鱼sp,1,光鳃鱼sp,4,4,0,0,0,100.0,0.0,0.0,42.85,8688,4888,.jpg:4
前鳍盗目鱼,1,前鳍盗目鱼,4,4,0,0,0,100.0,0.0,0.0,18.87,4884,3344,.jpg:4
单棘虻鮋,1,单棘虻鮋,4,4,0,0,0,100.0,0.0,0.0,40.81,8688,4888,.jpg:4
单角革鲀,1,单角革鲀,4,4,0,0,0,100.0,0.0,0.0,4.07,1903.5,1740,.jpg:4
单须刺巨口鱼,1,单须刺巨口鱼,4,4,0,0,0,100.0,0.0,0.0,7.34,2176,4608,.jpg:4
印度刀齿蜥鱼,1,印度刀齿蜥鱼,4,4,0,0,0,100.0,0.0,0.0,9.41,3264,2448,.jpg:4
原鲨,1,原鲨,4,0,0,4,0,0.0,0.0,100.0,0.51,1148.5,332.5,.jpg:4
双喙耳乌贼,1,双喙耳乌贼,4,4,0,0,0,100.0,0.0,0.0,10.56,2515.5,4160,.jpg:4
双灯灯笼鱼,1,双灯灯笼鱼,4,4,0,0,0,100.0,0.0,0.0,13.73,4344,3000,.jpg:4
哈氏弱蜥鱼,1,哈氏弱蜥鱼,4,4,0,0,0,100.0,0.0,0.0,42.48,8688,4888,.jpg:4
四丝深巨口鱼,1,四丝深巨口鱼,4,0,4,0,0,0.0,100.0,0.0,0.71,1500,1260,.jpg:4
圆帆鱼属,1,圆帆鱼属,4,4,0,0,0,100.0,0.0,0.0,36.19,8688,4888,.jpg:4
土佐鳒鲆,1,土佐鳒鲆,4,4,0,0,0,100.0,0.0,0.0,10.2,3812.8,2595.2,.jpg:4
壮灯鱼属3种,1,壮灯鱼属3种,4,3,1,0,0,75.0,25.0,0.0,7.09,3349.5,2511.2,.jpg:4
多斑粗鳍鱼,1,多斑粗鳍鱼,4,4,0,0,0,100.0,0.0,0.0,7.43,3472,3472,.jpg:4
大斑石鲈,1,大斑石鲈,4,2,0,2,0,50.0,0.0,50.0,3.04,1603,1122.5,.jpg:4
大斑鳒鲆,1,大斑鳒鲆,4,4,0,0,0,100.0,0.0,0.0,10.76,2814.2,2662.5,.jpg:4
大棘角鲂鮄,1,大棘角鲂鮄,4,2,0,2,0,50.0,0.0,50.0,7.44,2299,1630,.jpg:4
大牙斑鲆,1,大牙斑鲆,4,4,0,0,0,100.0,0.0,0.0,47.75,8688,4888,.jpg:4
大等鳌蟹,2,大等鳌蟹_1_潮间带FeiBoy_来自小红书网页版 | 大等鳌蟹（小个体公蟹）_1_潮间带FeiBoy_来自小红书网页版,4,0,4,0,0,0.0,100.0,0.0,1.35,1464,2011.5,.jpg:4
大鳞短颌鲆,1,大鳞短颌鲆,4,3,0,1,0,75.0,0.0,25.0,4.04,2344.5,1867.8,.jpg:4
太平洋桶眼鱼,1,太平洋桶眼鱼,4,3,1,0,0,75.0,25.0,0.0,9.84,3072,3214,.jpg:4
太平洋菩提鱼,1,太平洋菩提鱼,4,4,0,0,0,100.0,0.0,0.0,37.29,8688,4888,.jpg:4
太平洋魣蜥鱼,1,太平洋魣蜥鱼,4,2,0,2,0,50.0,0.0,50.0,9.58,3942,2345,.jpg:4
奇眼珍鱼,1,奇眼珍鱼,4,4,0,0,0,100.0,0.0,0.0,43.13,8688,4888,.jpg:4
安德烈斯塔氏鱼,1,安德烈斯塔氏鱼,4,4,0,0,0,100.0,0.0,0.0,9.52,3712,3792,.jpg:4
小公鱼属,1,小公鱼属,4,4,0,0,0,100.0,0.0,0.0,43.73,8688,5792,.jpg:4
小头左鲆,1,小头左鲆,4,0,0,4,0,0.0,0.0,100.0,1.0,1028,477.5,.jpg:4
小眼方尾鲳,1,小眼方尾鲳,4,4,0,0,0,100.0,0.0,0.0,31.54,5472,3648,.jpg:4
小鳍新灯鱼,1,小鳍新灯鱼,4,4,0,0,0,100.0,0.0,0.0,23.18,6360,3956,.jpg:4
小鳞沟虾虎鱼,1,小鳞沟虾虎鱼,4,0,2,2,0,0.0,50.0,50.0,1.68,1511.5,626,.jpg:4
尖刺糙虾蛄,1,尖刺糙虾蛄,4,4,0,0,0,100.0,0.0,0.0,13.43,3648,2736,.jpg:4
尖尾倒刺鲀,1,尖尾倒刺鲀,4,2,2,0,0,50.0,50.0,0.0,5.44,2627,1968,.jpg:4
尾丝副单角鲀,1,尾丝副单角鲀,4,4,0,0,0,100.0,0.0,0.0,38.43,8688,4888,.jpg:4
布氏大眼鲷,1,布氏大眼鲷,4,4,0,0,0,100.0,0.0,0.0,53.69,8688,4888,.jpg:4
平额鱼,1,平额鱼,4,4,0,0,0,100.0,0.0,0.0,15.66,4352,3264,.jpg:4
康氏小公鱼,1,康氏小公鱼,4,2,2,0,0,50.0,50.0,0.0,2.65,1873.5,1173.5,.jpg:4
异鳞海蜥鱼,1,异鳞海蜥鱼,4,2,2,0,0,50.0,50.0,0.0,5.52,1764,2352,.jpg:4
惠特利氏眶灯鱼,1,惠特利氏眶灯鱼,4,4,0,0,0,100.0,0.0,0.0,5.3,3780,3276,.jpg:4
拟鲈 幼体,1,拟鲈 幼体,4,4,0,0,0,100.0,0.0,0.0,8.76,3456,4608,.jpg:4
敖氏红虾,1,敖氏红虾,4,2,0,2,0,50.0,0.0,50.0,4.12,1905.2,1518.2,.jpg:4
斯氏蝰鱼,1,斯氏蝰鱼,4,0,4,0,0,0.0,100.0,0.0,1.86,1739,1260,.jpg:4
施氏短尾康吉鳗,1,施氏短尾康吉鳗,4,0,4,0,0,0.0,100.0,0.0,2.63,1739,1260,.jpg:4
日本副眶棘鲈,1,日本副眶棘鲈,4,3,1,0,0,75.0,25.0,0.0,5.28,2865,2505.8,.jpg:4
日本巨大眼鲷,1,日本巨大眼鲷,4,4,0,0,0,100.0,0.0,0.0,50.11,8688,4888,.jpg:4
日本沙鲽,1,日本沙鲽,4,4,0,0,0,100.0,0.0,0.0,5.56,3648,2736,.jpg:4
日本疵喙鱼,1,日本疵喙鱼,4,4,0,0,0,100.0,0.0,0.0,28.67,5472,3648,.jpg:4
日本胸棘鲷,1,日本胸棘鲷,4,0,4,0,0,0.0,100.0,0.0,1.07,1248,1080,.jpg:4
日本角鲨,1,日本角鲨,4,2,0,2,0,50.0,0.0,50.0,15.85,2149.5,1858,.jpg:2; .bmp:2
日本锯鲨,1,日本锯鲨,4,0,2,2,0,0.0,50.0,50.0,1.36,1982,721.5,.jpg:4
松原烛光鱼,1,松原烛光鱼,4,4,0,0,0,100.0,0.0,0.0,11.99,4479.8,2115.5,.jpg:4
